VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
,Porsche,930,,930 Turbo,1979,103341,Emeryville,CA ,2018-04-25,82500,Used,Dealership,,Salmon Metallic,Black Leather,,,1979 Porsche 930 Turbo,https://www.hemmings.com/classifieds/dealer/porsche/930/1875137.html,,"<p>1979 Porsche 930 Turbo<br>s/n 9309800323  engine no. 6891118<br>Salmon Metallic with Black Leather Interior<br> <br>Although the Porsche Turbo is now a natural fixture in the consciousness of car buffs because it is such an iconic car  it was genuinely earth-shattering when it emerged in the mid 1970s. After massive success pioneering the use of turbochargers during the first half of the 1970s in the 917 Can Am and 911-based sports cars  Porsche had the knowhow to bring a reliable and capable turbocharged road car to market. The 930 was hugely impressive when new  and contemporary road testers gushed about its effortless ability to gain speed with deceptive composure  an attribute that seemed positively alien in a period when few drivers had experienced turbocharged cars. And indeed the car's massive performance by contemporary standards made it a genuine contender for supercar status  placing Porsche in a different category than it had previously occupied in the eyes of performance car junkies for the first time. <br><br>In many ways  the production 930 was diametrically opposed to Porsche's previous high performance 911  the Carrera RS. Where the RS of just a few years earlier was a raw and elemental homologated race car adapted for the road  the 930 was a proper flagship: a luxurious and refined car meant to effortlessly cover great distance at high speed. However  during this period  competition prepared Porsche Turbos were cleaning up on the race track  and the 930's lurid fender flares and rear spoiler gave the car a distinctive  purposeful  and aggressive presence that would be immortalized  among other places  on the walls of many schoolboys. Although relatively affordable and overlooked by collectors for many years  early 930s have emerged as collectible cars thanks to their iconic styling  innovative technology  and direct connection to some of Porsche's most successful race cars  which by extension  means some of the most successful race cars of all time.<br><br>Initially available in a non-intercooled 3.0 liter variant that is now highly collectible  albeit curious to drive  a 3.3 liter intercooled variant superseded the 3.0 for the 1978 model year. By 1980  US laws had evolved enough to prevent the further sale of the 930 by Porsche North America  and it was not until 1986 when the incorporation of oxygen sensor  electronic assistance for the mechanical fuel injection system  and three-way catalytic converter permitted its return to the US. Thus  the 1979 model year 930 is  especially in the United States  a special year.<br> <br>This particular car was manufactured in December of 1978 and sold new on the 7th of March 1979 to a resident of Ventura  California by Masterson Porsche-Audi  also in Ventura. Originally finished in the color combination it still wears today: salmon metallic with black leather Interior. It has been repainted but retains its original interior  books set  tools  and blue California license plate dating back to 1981  indicating that the car has spent nearly its entire life in California. The license plate indicates that the car was last registered in California in 2013. Accordingly  the car is structurally excellent. <br> <br>The car also has its original  matching-numbers engine. The service book stamps indicate that the car was driven sparingly in its early life: just 6 000 miles in 6 years  but it was driven more regularly in later years: it now shows 103 000 miles. The car is pleasingly undisturbed  always a desirable trait in a 930 because so many of these cars were modified. It has its original intercooler  exhaust system  and steering wheel  and aside from a Momo shift knob  stereo system  and period alarm  the car has not been modified.<br> <br>The car was repainted some years ago and is presentable with good gloss  but close inspection reveals numerous flaws: some chips from road use and some surface blemishes such as tape lines around the fender guards and blend lines on the A-pillars. The body is straight with good panel fit and operation  and the trim is in good shape. The glass  lights  and lenses are in good shape  with minor wear and a few hairline cracks in the rear lenses  which are European market lenses. The windscreen is a Sigla item and is likely original  with some road road wear.  The car has H4 headlamps which are in excellent shape. The car sits on 7” and 8” by 16” fuchs which were chromed and are generally nice but there is some minor pitting to the finish.<br> <br>The interior appears to be original and is excellent considering this. There is light wear on the driver's seat bolster  but far less than would be expected given the mileage. The leather is impressively supple throughout. The leather on top of the dash shows some minor shrinkage and drying and the door panels are in good shape  with some aging. The carpets are in very good condition and the switchgear is original and in fine shape aside from missing center console knobs for the AC. One of the vent inserts in the dashboard is missing as well.<br> <br>The engine compartment is stock and clean  but not detailed or restored in any way. The AC system and original intercooler are present. The struts for both the front and rear deck lids are effective and have likely been replaced recently. The trunk carpet is intact and in good shape  and the structural components visible when it is removed are also in good  undisturbed shape. The original spare and tool roll are present.<br> <br>The car is very exciting to drive. The car idles perfectly when cold but hunts a bit when warm  but otherwise runs superbly. It is an evocative driving experience and seems to pull more strongly than most 930s. It boosts cleanly and is generally a very well-behaved engine. The typical 930 pops and crackles are audible through the exhaust on trailing throttle. The clutch grabs positively and the gear linkage is good  although the 3rd gear synchromesh is worn. The brakes are effective and the car has tight suspension and chassis  but it the steering does wander a bit as the driver gets in and out of the power and would likely benefit from an alignment at a minimum. <br> <br>This is a fundamentally unmolested 930 that feels much the way most of these cars did 10-15 years ago before collectors started jumping on them. The underside of the engine is oily and the paint is presentable but not perfect  and there has not really been any significant restorative work performed. But this car escaped the fate of many 930s  namely the host of invasive modifications often deployed on these cars. A matching numbers example finished in its period original color  this car has books  tools  and is basically unmodified. It is also a structurally excellent lifetime California car  and could easily be used as is  comprehensively refurbished  or gradually improved as it is driven.</p>             <p>             <b>Price: </b>$82,500               <br>                          </p>",0,04-25-2018,,
WPOZZZ95ZHS900125,Porsche,959,,959,1987,5747,Scotts Valley,CA ,2018-04-25,0,Used,Dealership,,Red,Black,Manual,,1987 Porsche 959,https://www.hemmings.com/classifieds/dealer/porsche/959/1917545.html,,"<p><b>1987 Porsche 959 Komfort</b><br> VIN: WP0ZZZ95ZHS900125</p> <p><b>Canepa Generation I upgrade<br> 576hp at 6100 rpm, and 501 ft/lbs of torque at 4500<br> 959S suspension with titanium coil-over springs and Bilstein gas struts<br> California Smog Legal<br> Interior color to sample, black interior<br> Porsche Certificate of Authenticity<br> 2.85 liter twin turbo flat six engine<br> One of the first high-performance street cars with all-wheel drive</b></p> <p>The 125th of just 292 production examples built, this stunning 959 Komfort was completed December 18, 1987, and sold to well-known Japanese enthusiast Yoshiho Matsuda, joining his impressive Porsche Museum in Hakone. It was ordered with leather to sample, all-black interior. In 1999, this 0125 was purchased by collector and vintage racer Jamie Mazzotta of Newport Coast, California with only 890km (553 miles.)</p> <p>0125 was imported to the United States for Mazzotta by Canepa Design on September 30th 1999, and was stored in the Foreign Trade Zone until the car's Show or Display exemption was granted on March 2, 2001.</p> <p>Once arriving at the Canepa facility the work began to federalize and update the 959. The engine system was spec'd to meet Federal and California emissions requirements. This included eliminating the stock sequential turbo system and installing an all-new twin turbo system, including Garrett ball-bearing turbos, re-designed wastegate, upgraded fuel system, complete new stainless steel exhaust system with dual catalytics, EGR, sequential engine management system with ADL, F1 technology engine wiring harness, high output ignition system, upgraded alternator charge system and battery module, air pumps and air regulator valves, spark plugs, titanium heat shielding, idler control valve, and sensors.</p> <p>Work was completed in 2003, and on September 17 2003 the 959 received its coveted EPA and California emission certification. Now smog legal the 959 puts out 576hp, and 501 ft/lbs of torque. A significant increase over the stock 450hp, and the 0-60mph time was reduced to just 3.2 seconds.</p> <p>While the engine conversion was underway the 959 also received other Canepa 959 upgrades. These included the Canepa wheel/tire upgrade, the 959S suspension conversion, the Canepa headlamp upgrade, and Pagid brake pad upgrade.</p> <p>The 959 was purchased by Tony Hart on June 25, 2010. It would return to Canepa in 2013 for a full service that included new tires, all fluids, new clutch, engine reseal, conversion of air conditioning from R12 to R134, and an all-wheel drive system service. Since returning to Canepa in 2017 the 959 has recieved a new ignition system and tune, as well as a concours detail.</p>             <p>                            <br>                          </p>",0,04-25-2018,,
9309800213,Porsche,930,,930,1979,38600,Mundelein,IL ,2018-04-25,99995,Used,Dealership,,Black Metallic,Black,Manual,,1979 Porsche 930 2 Door,https://www.hemmings.com/classifieds/dealer/porsche/930/1926878.html,,"This 1979 Porsche 930 TurboThis is a well equipped Porsche with the following factory options:Black Sport Seats, Electric Sunroof, Power Right side Mirror and is documented with thePorsche Certificate of Authenticity to be a matching engine and transmission Porsche!!In addition this Porsche 930 Turbo Slant Nose had a complete engine out rebuild in 2006 whichtotaled 38k USD with a larger more efficient intercooler as well as a increase in the engine displacement to 3.6 liters which is the size of the 1988 Porsche Turbos .Full receipts and documentation available.Also in  2013 the Porsche had a complete new factory air conditioning system installed with new compressor and condenser at a cost of 4140$ This Porsche now produces 450 HP!!!Certificate of authenticity   1 of 900 made for the US market and the last Porsche Turbo madeby Porsche until 1987!!Shown by appointment OnlyWE FINANCE/ DELIVER AND SHIP WORLD WIDE, Air Conditioning , Power Seats, Electric Sunroof, Power mirror             <p>             <b>Price: </b>$99,995               <br>                          </p>",0,04-25-2018,,
4762900208,Porsche,914,,914 Targa,1976,82625,Lithia Springs,GA ,2018-04-25,19995,Used,Dealership,,Yellow,Black,Manual,,1976 Porsche 914 Targa,https://www.hemmings.com/classifieds/dealer/porsche/914/1931523.html,,"<p>The Porsche 914 was a great example of the right car at the wrong time. Porsche faithful weren't ready for a mid-engined entry-level Porsche, but the passage of time proves that cars like this 1976 Porsche 914 are a very affordable way to have an air-cooled Porsche on a budget, and it's one that doesn't turn around and bite you in the corners!<br> <br> This bright yellow Porsche looks like it should cost a lot more than it does. You can lay some of the blame on the fact that 914s haven't caught on with collectors in a meaningful way, and maybe some on the fact that it was designed from the start to be relatively affordable. But I think that does this neat little mid-engined sports car a real disservice, because even at a glance it looks like a party on wheels. The bright yellow paint isn't subtle, but if you have a Porsche sports car do you really want to stay anonymous? Panel fit is good and these were well-built cars with Porsche's traditionally high standards of build quality, and time does nothing to diminish that fact. The paint is older but shines up nicely and for a machine that you're going to want to use regularly, it's more than presentable. The black details, including the big bumper up front and the targa roof, look excellent against the yellow paint and show very little evidence of UV damage or fading. Lenses, stainless trim, and the luggage rack out back all attest to the fact that someone has really cared for this car. <br> <br> The interior is highlighted by the funky plaid seats, which were part of the package in 1976 and make this Porsche an awesome trip back in time. The thin-shell buckets are featherweight and comfortable, and the driving position is arguably better than that of an early 911. Big, round dials with the tach in the center will look familiar to anyone who has been in an air-cooled Porsche in the past, with secondary controls that are sensibly, if a little cryptically laid out. There's a newer Blaupunkt AM/FM/CD stereo in the center of the dash and we have to admit that the green carpets work rather well in the yellow car with plaid seats. The roof lifts off easily and stows in the surprisingly spacious trunk, making this a true open-air cruiser. And with both front and rear trunks, there's a great deal of storage space.<br> <br> The engine is an air-cooled 2.0 liter flat-four, a machine familiar to those of you who also may have driven a 912. The car is mid-engined, meaning that the engine lives right behind the passenger compartment and ahead of the rear axle, which is a direct contrast to the rear-engined 911, whose tail-happy antics are well documented. Service access is actually decent since it was designed to be accessed from below, but we'll admit it's not as easy as just lifting the hood (just ask Boxter owners how they like it). It starts with a familiar flat-four bark from the dual exhaust and idles like it's eager to get on with it. The 4-speed manual transmission snaps through the gears neatly, with shift feel somewhere between a Beetle and a 911, and the all-independent suspension is competent. In fact, this car is an awesome example of the idea that it's far more fun to drive a slow car fast than a fast car slow. Not that this is a terribly slow car, but thanks to its high cornering limits and benign road manners, there's more suspension than the engine can use, and that means FUN. Powerful disc brakes are there to bail you out and it sits on 14-inch alloy wheels with recent Dunlop radials.<br> <br> With a stack of service receipts, this neat little 914 delivers big fun, great looks, and a lot of charisma for not a lot of cash. Hard to go wrong here! Call today!</p>             <p>             <b>Price: </b>$19,995               <br>                          </p>",0,04-25-2018,,
WP0JB0934JS050076,Porsche,930,,930,1988,73642,Alsip,IL ,2018-04-25,119000,Used,Dealership,,Red,Tan,Manual,,1988 Porsche 930,https://www.hemmings.com/classifieds/dealer/porsche/930/1941953.html,,"Please contact one of our expert gear-head  consultants at 708-388-5277 for the most complete information on this beautiful vehicle. They will be happy to answer any questions you may have, give you a complete walk-around, and in the process, supply you with the most detailed description of the vehicle. <p>Not Often Do You Have A Chance To Purchase A ONE ORIGNAL OWNER RARE 930 PORSCHE WITH LOW PRODUCTION NUMBERS, NEVER ABUSED OR RACED, Comes To You From Dry And RUST FREE GEORGIA<br> Porsche Launched The Turbocharged 911-aka Porsche 930-Back Into The North American Market In 1986. The Emissions-Controlled 3.0L Flat-6 Engine Was Rated For 282 Horsepower At 5,500 RPM And 289 lb-ft Of Torque At 4,000 RPM. The Air-And-Oil Cooled Engine Was Mated To A 4-Speed Transmission With A Redline Of 7,200 RPM. The Traditional Mix Of Rear-Engine Porsche Performance And 911 Style Returned With The 930.<br> This 1988 930 Turbo Is Finished In Guards Red Paint With Black Accents On The Bumper Guards, Fender Protectors, Trim, Door Handles, And The Signature Whale-Tail Rear Spoiler-Which Not Only Supplied Down Force To The Rear Wheels, But Also Channeled Cooling Air Over The Intercooler, Engine And Oil Coolers.<br> The Front Perforated Leather Seats Are Power Adjustable. The Tan Leather Wraps Around The Shifter Boot, With Black Leather On The Steering Wheel And Iconic Five-Gauge Dash.</p> <p>Worldwide Enclosed Door To Door Transportation Along With Low Rate And Long Term Financing Available</p> <p>Features Include:<br> Well Tuned And Serviced Turbocharged 3.0L 6-cylinder engine – Recent Updates And Modification To Drive Line Include; Twin Plug Heads, Electromotive Crankfire Ignition System, SC Cams, Pistons, Carrello Rods, Bigger K27 Tubes, Electronic Wastegate Controller, Stainless Header System,<br> Owner Retained All Original Components If the New Owner Wishes To Re-Install<br> Original 4-speed manual transmission, Serviced And Resealed – 1st And 2nd Gear Lowered<br> Gorgeous Original Factory Guards Red with Smooth And Soft Tan Leather Interior<br> Power front seats<br> MoMo Steering Wheel, Comes With Factory Original Steering Wheel<br> Whale tail spoiler<br> Rear Wiper System<br> Updated Coil Over Suspension<br> Sway Bars<br> Strut Brace<br> Bigger Tires On BBS 3-Piece Gold Insert Wheels<br> Adjustable Rear Swing Arms<br> New Roof Cables And Weather Stripping<br> New Door Rubber Seals<br> New Wiper Blades</p> <p>PLEASE PHONE AHEAD TO ARRANGE TO VIEW THIS TRUCK AS IT IS LISTED OFF SITE LOCATED IN GEORGIA</p> <p>This is a consignment vehicle and the information above was provided by the current owner. We can make no guarantees as to the accuracy of the above information. However, please understand as with all pre-owned automobiles, the described condition is subjective . .<br> Worldwide Enclosed Door To Door Transportation Along With Low Rate And Long Term Financing Available</p>             <p>             <b>Price: </b>$119,000               <br>                          </p>",0,04-25-2018,,
WP0CB2960LS470466,Porsche,911,,911 Carrera,1990,17043,Valley Stream,NY ,2018-04-25,57995,Used,Dealership,,Guards Red,Black,Manual,,1990 Porsche 911 Carrera Convertible,https://www.hemmings.com/classifieds/dealer/porsche/911/1946306.html,,"1990 PORSCHE 911 CABRIOLET   16,289 Original Miles Well Maintained Collecter Condition 911 H6 3.6L 6-Speed Manual  If you've ever looked longingly at a 911, you now have even more fire for your lust. The 911 is a world-class sports car that is very affordable at this time. They are certainly on the rise now in value. NADA prices have been increasing yearly. This car is rock solid and always gets the thumbs up! This particular 911 was so beautiful that the owner of the company recently purchased it to drive for the fall, but I am sure for the right price we could persuade him to sell. Last of the handmade air-cooled Porsches. This car only has 16,289 original miles on it. Very rare and definitely an attention getter. This second generation air-cooled 911 was produced from 1989-1994. This particular 964 Cabriolet has Automatic speed control in Guards Red with Black Leather.  Ryan Friedman Motor Cars is a full-service dealer. We provide financing/leasing options, registration, and shipping.  Please call or text for more information: Ryan 516-712-9551 or Tamatha 401-935-3000 or Louie 516-784-9619. www.ryanfriedmanmotorcars.com             <p>             <b>Price: </b>$57,995               <br>                          </p>",0,04-25-2018,,
,Porsche,964,,964,1993,110645,Marina Del Rey,CA ,2018-04-25,62500,Used,Dealership,,Grand Prix White,Tan,,,1993 Porsche 964 Coupe,https://www.hemmings.com/classifieds/dealer/porsche/964/1947119.html,,"Chequered Flag International is pleased to offer this 1993 Porsche 964 C4 Coupe in Grand Prix White with Tan interior. 110645 miles. Clean Carfax with two owners and 25 services indicated. Fantastic body with superb original paint (paint meter 2.5-5 thou/mil all round). Very good interior with un-cracked dash soft un re-dyed seats great roof liner carpets and door panels. The stereo is the only deviation from stock. Mechanically superb. A good car well service anyway but one we gave the full treatment to:- oil &amp; filter air &amp; fuel filters spark plugs checked suspension brakes hoses &amp; tires. Valve adjustment &amp; gaskets replaced replace alternator and fan hub. A/C service replacing condenser &amp; fan. Replaced front lower control arm bushings. Oil switch housing gasket. Replaced engine insulation pad. Replaced F &amp; R brakes hoses. New camshaft seal gasket &amp; timing chain housing gaskets. Timing chain tensioner gasket intermediate shaft gasket. Replace brake &amp; clutch fluid replace transmission fluid replace oil return tubes  - around $15k at retail. This was a good car with typical 964 minor &amp; generally acceptable issues that we took to a very high level because of the integrity and originality of the car. Priced on the high end for a 100k plus example but I defy you to find a better example on the market. Comes with its books records from '94 to present. jack air pump spare tools two keys and its original window sticker. Inspections encouraged. All sales AS-IS. Sales tax and license fees due if delivered in California.             <p>             <b>Price: </b>$62,500               <br>                          </p>",0,04-25-2018,,
WP0AB296XNS420572,Porsche,911,,911 RS Cup Car,1992,1241,Riviera Beach,FL ,2018-04-25,425000,Used,Dealership,,White,Black,,,1992 Porsche 911 RS Cup Car,https://www.hemmings.com/classifieds/dealer/porsche/911/1955142.html,,"<p>1992 Porsche 964 RS Cup. One of the original 25</p> <p>WP0AB296XNS420572</p> <p>This is one of the original 25 cars that were converted to race cars by Andial for the race series that never happened. As we all know, the story is that all 25 cars were converted back to street trim, and then some were sent back to Andial to reconvert them back to race cars.</p> <p>At the least, this is one of the reconverted cars. However, there is a rumor that one car was never put back to street trim and slipped through.  This car has been inspected by experts and there is no indication on the car of having been reconverted.  However we have no way to prove that.</p> <p>This car is in brand new condition with only 1800 original miles.</p> <p>If it doesn't sell sooner, it will be auctioned at Pebble Beach in August.</p> <p>For more information PM, email or call. 800-935-9590 <a data-toggle=""modal"" href=""#myModal"" id=""contact-seller""> [Email Dealer] </a></p>             <p>             <b>Price: </b>$425,000               <br>                          </p>",0,04-25-2018,,
,Porsche,911,,911,2004,24705,Reno,NV ,2018-04-25,45000,Used,Dealership,,Black,Black,,,2004 Porsche 911 Coupe,https://www.hemmings.com/classifieds/dealer/porsche/911/1961300.html,,"The 2002+ cars received a 3.6L engine which provided an extra 15 bhp (11 kW) of power (taking output to 315 bhp or 320 PS) and an additional 15 lb·ft (20 N·m) of torque (increasing from 258 to 273 lb·ft). The inclusion of Variocam Plus (as opposed to Variocam on the earlier 996) improved power delivery through the rpm range. The headlights on the 996 Carrera also adopted the turbo headlights of the MK1 iteration. Seat belt pretensioners were added. In 2000 the Tiptronic transmission was modified to allow it to enter manual mode by clicking buttons on the steering wheel.Updates also included a revised front bumper to decrease front end lift and the addition of a glove box. The second generation 996 gained 25 kg (55 lb) in the facelift. In response to criticism that the Carrera had become too refined in 2002 the Carrera 4S came with many options including lowered suspension and sports exhaust. It proved popular and set the pattern for the 997 Carrera S versions (re; Wikipedia)This 911 is in excellent condition with only 24705 actual miles. Take a look at the enclosed photos and call  775-843-2549 for David 775-720-8356 for James  775-786-7808 Office.             <p>             <b>Price: </b>$45,000               <br>                          </p>",0,04-25-2018,,
,Porsche,911,,911,1996,9082,Ontario,CA ,2018-04-25,209993,Used,Dealership,,Black,Black,,,1996 Porsche 911 Coupe,https://www.hemmings.com/classifieds/dealer/porsche/911/1961329.html,,"1 Owner California Car Complete Service History on File Extremely Low Miles Service History 10-10-2016 with 9,006 Miles: Passed California SMOG Test 8-21-2016 with 8,999 Miles: Misc Work Completed 4-18-2013 with 8,009 Miles: 15k Mile Service Completed, 2 Year Brake Fluid Service 10-4-2011 with 6,800 Miles: Yearly Maintenance Performed, Replaced Faulty Clutch Accumulator and 4 New Michelin PS2 Tires 10-13-2010 with 6,620 Miles: Yearly Maintenance Performed, 2 Year Brake Fluid Service, Perform 4 Year Airbag Service 12-20-2005 with 5,591 Miles: Yearly Maintenance Performed + Repaired Misc Leaks 10-28-2004 5,307 Miles: Passed California SMOG Test 5-7-2004 with 5,189 Miles: Yearly Maintenance Performed, 3 Year Brake Fluid Service Performed 5-3-2003 New Battery 3-17-2003 with 4,500 Miles: Ride Matched all 4 Tires 12-6-2002 with 4,369 Miles: Performed W301 Service Action 10-14-2002 with 4,280 Miles: Passed California SMOG Test 5-13-2002 with 4,127 Miles: Yearly Maintenance Performed and 2 Year Brake Fluid Service 9-18-2000 with 3,729 Miles: Passed California SMOG Test 8-21-2000 with 3,647 Miles: Yearly Maintenance Performed and 2 Year Brake Fluid Service 12-9-1998 with 3,091 Miles: Yearly Maintenance Performed 8-31-1998 New Battery 10-29-1997 with 2,091 Miles: Passed California SMOG Test 5-15-1997 with 1,455 Miles: Recall T01 Completed and Yearly Maintenance Performed -             <p>             <b>Price: </b>$209,993               <br>                          </p>",0,04-25-2018,,
WP0EB0912HS170341,Porsche,911,,911,1987,59400,Mundelein,IL ,2018-04-25,59995,Used,Dealership,,Carmine Red,Black,Manual,,1987 Porsche 911 Convertible,https://www.hemmings.com/classifieds/dealer/porsche/911/1965862.html,,"1987 Porsche 911 Convertible Only 59,400 Original Miles on this collector car! Current owner has owned this classic for the last 20 yearsAll documentation and reciepts have been kept and are included in the sale. A Certificate of Authenticity Also comes with it.6 Cylinder Boxer Engine  / G50 5 Speed Manual Transmission with Performace ChipEquipped with Power Steering and all around power disc brakesNew convertible Top, battery and tires were just recently installedRUF 17 inch wheels - Dual exhaust Included in the sale is also the front bra, cover and original Tonneau Carmine Red Exterior was repainted about 13 years ago in 2004; 2 stage paintBlack leather interior 10disk CD changer and Premium SoundHeat/ Defrost and Air ConditioningRUNS GREAT and READY TO ENJOY Shown by appointment onlyWE FINANCE/ DELIVER AND SHIP WORLD WIDE , Power Steering , Power Brakes, Air Conditioning             <p>             <b>Price: </b>$59,995               <br>                          </p>",0,04-25-2018,,
WP0EB0935JS070290,Porsche,911,,911 Turbo Cabriolet,1988,54333,Fort Worth,TX ,2018-04-25,112995,Used,Dealership,,Guards Red,Black and Red,Manual,,1988 Porsche 911 Turbo Cabriolet,https://www.hemmings.com/classifieds/dealer/porsche/911/1967016.html,,"<p>OK, admit it: you have this Porsche 911 Turbo cabrio hanging somewhere on your wall at home, don't you? The '80s created some outrageous supercars, but few were as recognizable and accessible as the legendary 911 Turbo, or 930. In 1988, Porsche only imported 591 Turbo cabriolets, and for those lucky few, the experience is like no other. The 911 Turbo is a living legend without equal.<br> <br> With a fantastic restoration on a super-clean 54k original mile car, this stunning Guards Red Turbo looks every bit the supercar. Finish quality when it was new was exemplary and it has been expertly repainted by the experts at Advantage Autoworks in September of 2014 so it shows spectacularly well. Every single panel is straight, smooth, and beautifully fitted, because build quality on the 911 has always been exceptional. Euro headlight lenses give it a purposeful look and there's simply nothing like Porsche's version of bright red draped across a wide-body 911 to attract attention. Fit and finish are, of course, world-class in every way, and it seems that Porsche engineers were able to cut off the roof without upsetting the car's rock-solid body structure. Heck, even the black rubber components like the massive ''whale tail'' rear spoiler, despite living down south, are supple and rich, defying the sun's rays. You want attention? Even 24 years later, this one is a total eyeball magnet!<br> <br> If the gorgeous black leather interior seems to defy the years, that's because it was completely reupholstered by ASM Auto Upholstery (yes, the same ones as on TV!). Contrasting red piping and bright red door panels tie it together with the bodywork but don't get overwhelming. The factory gauges spring to life with a turn of the key, and you'd better keep an eye on that boost gauge, because when it starts to move, you'd better have this bullet pointed where you want to go. Almost everything was standard, including power windows, a power canvas top, and A/C, and the stereo on this car has been upgraded with a Blaupunkt AM/FM/CD head unit that fits like the factory did it and powers a set of upgraded speakers in the doors. The black canvas top fits well, but if you're doing things correctly, you'll never need it, and the front-mounted trunk is in excellent original condition, right down to the original mats.<br> <br> Given the outrageous performance potential locked inside the 3.3 liter flat-six, it was popular to tweak them for more boost, but at the cost of reduced engine life. This one remains entirely stock and was completely rebuilt, along with the turbo itself, at 49,000 miles by Louden Motorcar Services, so it runs and drives exceptionally well. And lest you think that a stock 930 engine is no big deal, I suggest you put this one on the pavement and see if you lose your nerve before it runs out of boost; my money's on the car. Turbo enthusiasts seem to prefer the old-style 4-speed manual gearbox and purists will appreciate that the early Turbo's ''frisky'' personality comes through loud and clear; you really need to be a the top of your game to see all that this car has to show you. Powerful cross-drilled disc brakes are there just in case, and it rides on a set of brand new Fuchs wheels wearing new Hankook radials. <br> <br> Extensively documented with receipts and maintenance records, this is a Turbo that you can buy (and drive!) with confidence. Isn't it time you owned a legend? Call today!</p>             <p>             <b>Price: </b>$112,995               <br>                          </p>",0,04-25-2018,,
,Porsche,964,,964,1990,83478,Marina Del Rey,CA ,2018-04-25,42500,Used,Dealership,,Linen Grey,Grey,,,1990 Porsche 964 Convertible,https://www.hemmings.com/classifieds/dealer/porsche/964/1967244.html,,"Chequered Flag International is pleased to offer the 1990 Porsche 964 Cabriolet in Linen Grey with light Grey interior and Dark Blue soft top. 1 owner from new with 83478 miles clean Carfax. Mechanically excellent and a delight to drive. Just checked and serviced by us and less than 4k miles ago it had over $10k spent on a full engine reseal that involved disassembly replacement of all common wear items and reassembly plus fuel pump soft top cables etc. Very good body with good paint. All stickers in place including option code sticker under the hood. Nice interior with un-cracked dash good door panels and great original light color seats that do show wear more than darker ones - nothing bad just patina. Windows seats and top work well. Comes with its books - service book has option code sticker and is stamped to 39k miles. Copious records from new to present day its soft top boot jack and tools. This is a much  better car than is typical for a slightly higher mile 964. Great value and a very user friendly classic Porsche to own or collect. Inspections encouraged. All sales AS-IS. Sales tax and license fees due if delivered in California.             <p>             <b>Price: </b>$42,500               <br>                          </p>",0,04-25-2018,,
,Porsche,911,,911 2dr,2002,42094,Bellevue,WA ,2018-04-25,47950,Used,Dealership,,Seal Grey Metallic,Black,,,2002 Porsche 911 2dr Coupe,https://www.hemmings.com/classifieds/dealer/porsche/911/1968952.html,,"With Only 42,094 Miles from New, this 2002 Porsche 911 Turbo Coupe is outstanding condition throughout. Powered by a Twin-Turbocharged 3.6L H6 behind the seats that develops 415hp/415lb-ft and is backed by a silky-smooth and lightning-quick Tiptronic Transmission and All-Wheel Drive. Finished in Seal Grey Metallic with Black Full Leather Interior, this 911 is a sleek 996 Turbo that originally sold for $121,130 with factory options consisting of; the aforementioned Black Full Leather Interior, Sport Seats, 3-Spoke Steering Wheel, Seal Grey Metallic Top, AM/FM Radio with CD player, Wheel Caps with Colored Porsche Crest, Black Mats with Porsche Lettering. The car shows in absolutely superb condition throughout, showing in much finer condition than the mileage might indicate. This Turbo Coupe presents a lot of Porsche performance and panache at a practical price.996 Turbos are powered by a twin-turbocharged 3.6L flat-six engine that develops a factory rated 415hp/415lb-ft of torque. The engine is backed by a Tiptronic transmission and all-wheel drive. Further performance features include Turbo aero bodywork, sport chassis, and a power adjustable rear spoiler.The cockpit of this 2002 911 Turbo maintains basic design themes from the past but boasts cleaner layouts and enhanced functionality. Remarkable craftsmanship and attention to detail throughout welcomes both driver and passenger. The black full-leather seats in front are firmly bolstered and deeply contoured, and are in excellent condition.For more information on this outstanding 2002 Porsche 911 Turbo Coupe, or any of our 40+ Porsches always in our inventory, contact one of our friendly and knowledgeable sales consultants today or always feel free to drop by our 40,000 sq ft of Indoor Showrooms in Bellevue, WA - Home to the West Coast's most exciting inventory of Luxury, Exotic, Sports and Collectible Cars. With 200+ Always On Site, Nobody Has What We Have!             <p>             <b>Price: </b>$47,950               <br>                          </p>",0,04-25-2018,,
9309800384,Porsche,930,,930,1979,104827,Florence,AL ,2018-04-25,105900,Used,Dealership,,Silver,Black,,,1979 Porsche 930,https://www.hemmings.com/classifieds/dealer/porsche/930/1935141.html,,"<p>We purchased this car from the last owner who was the engineer for Gunnar Racing. He purchased the car in 2008 as a project and did a full window out paint and engine/transmission rebuild, all finished in 2012. The car has records, books, tools, spare - it has been serviced and is ready for its next owner.</p> <p>*NOTE:  The miles shown on the odometer of this car are believed to be accurate, yet we do not have sufficient documentation to prove such explicitly, thus this car will be sold TMU (True Miles Unknown).</p> <p>Feel free to call or text any questions 256.702.5185</p>             <p>             <b>Price: </b>$105,900               <br>                          </p>",0,04-25-2018,,
