VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AC29928S792094,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2008,4067,Springfield,IL,2018-02-11,329900,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=473519777&make=POR&dealer_id=92153&VIN=28|50|66|-51|113|-45|-105|-35|72|-6|-76|87|-70|-84|28|-28|96|59|39|-52|20|33|-127|66|&partner=ATD_W,Green,Black With Green Stitching,Manual,,Used 2008 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=473519777&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"We acquired this absolutely perfect 2008 Porsche 911 GT3 RS in 2014 and are excited to now offer this vehicle for sale. Condition wise, it is as good as it gets with near perfect paint plus full front clip clear bra and no signs of rock chips, abuse or track use whatsoever. It is a Carfax 1-owner vehicle which is extremely rare for a 997.1 RS and has zero over revs in all six ranges. The interior of the car is stunning with Porsche Exclusive Options including green deviated stitching throughout and exterior color matched trim pieces. With both original keys, books, original window sticker, exclusive options and impeccable owner history, this GT3 RS is the one to have. To learn more about acquiring this one of a kind example, please contact a Porsche sales specialist at 877-362-9715. Isringhausen Imports is Central Illinois' premier new car, used car and certified pre-owned (CPO) dealership for quality BMW, Porsche, Volvo and Mercedes-Benz vehicles. At Isringhausen Imports, we have become a leader in the industry by working each day towards the greater good of our customers, our fellow employees, and our community.",0,2018-02-11,,2WD
WP0AF2A99GS195347,Porsche,911,R Coupe,911 R Coupe,2016,92,FREEPORT,NY,2018-02-11,399000,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=472593612,White,Tarpan Brown,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=472593612&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,2016 Porsche 911 R,0,2018-02-11,,2WD
WP0EB0932KS070197,Porsche,911,Turbo Cabriolet,911 Turbo Cabriolet,1989,1313,Ontario,CA,2018-02-11,399930,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=437023742&make=POR&dealer_id=63525477&VIN=62|-28|-70|111|-127|55|122|123|42|63|49|105|-61|28|25|109|74|31|67|52|119|87|-102|26|&partner=ATD_W,Red,Tan,Manual,,Used 1989 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=437023742&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,ULTRA LOW MILES,0,2018-02-11,,2WD
WP0AF2A90GS195205,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,1051,BOSTON,MA,2018-02-11,399988,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=470706661&make=POR&dealer_id=100025982&VIN=113|-111|42|108|76|122|-80|46|-80|-121|56|7|110|-114|-124|-112|68|65|112|-69|25|10|104|-31|&partner=ATD_W,White,Brown,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=470706661&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"WE WELCOME YOUR TRADE! Air Conditioning Authentic Leather Auto-Dimming Mirrors with Integrated Rain Sensor BOSE Surround Sound System Door-Sill Guards in Carbon Fiber, Illuminated Extended Range Fuel Tank, 23.9 gal Fire Extinguisher Floor Mats Front Axle Lift System Fuel Cap with Aluminum Look Finish GT Sport Manual Transmission LED Headlights in Black with Porsche Dynamic Light System (PDLS) Light Design Package Luggage Net in Passenger Footwell Online Services Porsche Communication Management (PCM) incl. Navigation Module Preparation Door-Sill Guards, Illuminated Side Skirts Painted in Exterior Color Single-Mass Flywheel with Reinforced Clutch SiriusXM Satellite Radio, NavTraffic, NavWeather, and HD Radio Receiver Smoking Package Sport Chrono Package (Porsche Track Precision App and Preparation for Lap Trigger) Steering Column Casing in Leather 20' GT3 Wheels 911 R Stripes in Red",0,2018-02-11,,2WD
WP0AF2A97GS192723,Porsche,911,GT3 RS,911 GT3 RS,2016,590,Beverly Hills,CA,2018-02-11,237500,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=454083318&retail=true&siteId=7102,White,Black,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=454083318&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"Fixed Price, No Negotiations. Full Body PPF and Graphics.",0,2018-02-11,,2WD
WP0AF2A98GS192892,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,9907,Pasadena,CA,2018-02-11,234900,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=473546507,White,Black,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=473546507&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"Looking for a clean, well-cared for 2016 Porsche GT3 RS This is it. Porsche Certified! asking price $ 234,900.00, look at this beast, special ordered from here new, we just performed a service and replaced all 4 Tires, Hard loaded in White over Black interior.",0,2018-02-11,,2WD
WP0AF2A92GS193214,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,627,LAS VEGAS,NV,2018-02-11,239892,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=474849533,Blue,Black,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=474849533&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,This is a 2016 Certified Porsche 911 GT3 RS in Ultraviolet with Black/GT Silver-Microfiber Interior.,0,2018-02-11,,2WD
WP0AF2A90GS193020,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,2592,Thousand Oaks,CA,2018-02-11,239898,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=476446700,White,Black/Silver,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=476446700&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"Rusnak Westlake Porsche is excited to offer this 2016 Porsche 911. Drive home in your new pre-owned vehicle with the knowledge you're fully backed by the CARFAX Buyback Guarantee. A rigorous inspection for safety and reliability makes this vehicle Certified Pre-Owned. Pull up in the vehicle and the valet will want to parked on the front row. This Porsche 911 is the vehicle others dream to own. Don't miss your chance to make it your new ride. More information about the 2016 Porsche 911: In the world of high-end sports cars, the 911 is arguably the most iconic model in history. Though the design has continued to change over the last 50 years, the fundamentals are still in place: rear-mounted flat-6 engine and a precision chassis developed with handling in mind. Together, the components add up to a sports car that's hard to beat both in terms of aesthetics and performance. The 911's a capable competitor to other sport coupes such as the Aston Martin V8 Vantage, Audi R8, BMW M3 and Nissan GT-R. This model sets itself apart with available all-wheel drive, Iconic design with a fresh spin, exceptional agility, top-level engine performance, surprising fuel efficiency, and open-roof options",0,2018-02-11,,2WD
WP0CB2966NS460592,Porsche,911,America Roadster,911 America Roadster,1992,2941,Houston,TX,2018-02-11,239964,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=469513710&make=POR&dealer_id=100020486&VIN=111|-55|-50|-107|-24|-92|-30|-126|-119|78|-1|21|-126|-19|-55|-105|92|-17|-108|16|44|31|34|103|&partner=ATD_W,Red,Black,,,Used 1992 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=469513710&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,,0,2018-02-11,,
WP0AC2A99BS783167,Porsche,911,GT3 Coupe,911 GT3 Coupe,2011,6862,AUSTIN,TX,2018-02-11,239991,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=475243556,,Black Leather Seats W/Black Al,Manual,,Certified 2011 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=475243556&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D25%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=25&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"CARFAX 1-Owner, Porsche Certified, Clean, ONLY 6,862 Miles! Navigation, Leather Interior, CARBON DOOR ENTRY GUARDS W/MODEL LOGO... PCM 3.0 W/EXTENDED DVD NAVIGATION, BLACK, LEATHER SEAT TRIM, FRONT FLOOR MATS IN INTERIOR COLOR, ADDITIONAL EXTENDED CARBON PKG, CARBON B-PILLAR SEAT BELT OUTLETS, iPod/MP3 Input READ MORE!",0,2018-02-11,,2WD
