VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0CA29824L001167,Porsche,CARRERAGT,,CARRERAGT,2004,8580,Austin,TX,2018-02-11,599985,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=477112546&retail=true&siteId=7102,Silver,,Manual,,Used 2004 Porsche Carrera GT,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=477112546&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=CARRERAGT,,"The 1st Porsche Supercar of the 21st century!After being shown at the 2000 Paris Auto-show as a concept car and seeing huge interest from the public and available cash influx from the success of its Cayenne SUV, Porsche took a shelved V10 engine from a Le Mans race car project that never was and put it into this full carbon fiber shell. Pumping out over 600 Hp and a 0-60 in about 3.5 secs, this Super Porsche was not for the faint of heart. Luckily, Porsche fitted this model with huge Carbon Ceramic brakes for the ultimate stopping power. Less than 650 units were produced for the U.S market. This particular example in GT Silver over Black has less than 8,600 miles and will come with the important Luggage set that was sold with the car when new. The clutch is still at 29.8 mm life left (out of 31 mm) and the car's complete body is wrapped in Paint Protection Film clear bra.An amazing car at a great price for Porsche collectors or connoisseurs!",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AC29928S792094,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2008,4067,Springfield,IL,2018-02-11,329900,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=473519777&make=POR&dealer_id=92153&VIN=28|50|66|-51|113|-45|-105|-35|72|-6|-76|87|-70|-84|28|-28|96|59|39|-52|20|33|-127|66|&partner=ATD_W,Green,Black With Green Stitching,Manual,,Used 2008 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=473519777&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"We acquired this absolutely perfect 2008 Porsche 911 GT3 RS in 2014 and are excited to now offer this vehicle for sale. Condition wise, it is as good as it gets with near perfect paint plus full front clip clear bra and no signs of rock chips, abuse or track use whatsoever. It is a Carfax 1-owner vehicle which is extremely rare for a 997.1 RS and has zero over revs in all six ranges. The interior of the car is stunning with Porsche Exclusive Options including green deviated stitching throughout and exterior color matched trim pieces. With both original keys, books, original window sticker, exclusive options and impeccable owner history, this GT3 RS is the one to have. To learn more about acquiring this one of a kind example, please contact a Porsche sales specialist at 877-362-9715. Isringhausen Imports is Central Illinois' premier new car, used car and certified pre-owned (CPO) dealership for quality BMW, Porsche, Volvo and Mercedes-Benz vehicles. At Isringhausen Imports, we have become a leader in the industry by working each day towards the greater good of our customers, our fellow employees, and our community.",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A99GS195347,Porsche,911,R Coupe,911 R Coupe,2016,92,FREEPORT,NY,2018-02-11,399000,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=472593612,White,Tarpan Brown,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=472593612&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,2016 Porsche 911 R,0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0EB0932KS070197,Porsche,911,Turbo Cabriolet,911 Turbo Cabriolet,1989,1313,Ontario,CA,2018-02-11,399930,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=437023742&make=POR&dealer_id=63525477&VIN=62|-28|-70|111|-127|55|122|123|42|63|49|105|-61|28|25|109|74|31|67|52|119|87|-102|26|&partner=ATD_W,Red,Tan,Manual,,Used 1989 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=437023742&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,ULTRA LOW MILES,0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A90GS195205,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,1051,BOSTON,MA,2018-02-11,399988,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=470706661&make=POR&dealer_id=100025982&VIN=113|-111|42|108|76|122|-80|46|-80|-121|56|7|110|-114|-124|-112|68|65|112|-69|25|10|104|-31|&partner=ATD_W,White,Brown,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=470706661&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"WE WELCOME YOUR TRADE! Air Conditioning Authentic Leather Auto-Dimming Mirrors with Integrated Rain Sensor BOSE Surround Sound System Door-Sill Guards in Carbon Fiber, Illuminated Extended Range Fuel Tank, 23.9 gal Fire Extinguisher Floor Mats Front Axle Lift System Fuel Cap with Aluminum Look Finish GT Sport Manual Transmission LED Headlights in Black with Porsche Dynamic Light System (PDLS) Light Design Package Luggage Net in Passenger Footwell Online Services Porsche Communication Management (PCM) incl. Navigation Module Preparation Door-Sill Guards, Illuminated Side Skirts Painted in Exterior Color Single-Mass Flywheel with Reinforced Clutch SiriusXM Satellite Radio, NavTraffic, NavWeather, and HD Radio Receiver Smoking Package Sport Chrono Package (Porsche Track Precision App and Preparation for Lap Trigger) Steering Column Casing in Leather 20' GT3 Wheels 911 R Stripes in Red",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A97GS195329,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,43,SOUTHAMPTON,NY,2018-02-11,404500,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=475643092&make=POR&dealer_id=66711615&VIN=113|-111|42|108|76|122|-80|46|68|-42|84|-69|-116|-19|12|-51|-57|-111|-12|53|-87|-25|-12|-89|&partner=ATD_W,White,Black/Brown,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=475643092&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"Introducing the 2016 Porsche 911! You'll appreciate its safety and convenience features! Porsche prioritized comfort and style by including: variably intermittent wipers, a headlight cleaning system, and air conditioning. Porsche made sure to keep road-handling and sportiness at the top of it's priority list. A 4 liter V-6 engine pairs with a sophisticated 7 speed automatic transmission, and for added security, dynamic Stability Control supplements the drivetrain. We have a skilled and knowledgeable sales staff with many years of experience satisfying our customers needs. They'll work with you to find the right vehicle at a price you can afford. We are here to help you.",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AC29928S792094,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2008,4067,Springfield,IL,2018-02-11,329900,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=473519777&make=POR&dealer_id=92153&VIN=28|50|66|-51|113|-45|-105|-35|72|-6|-76|87|-70|-84|28|-28|96|59|39|-52|20|33|-127|66|&partner=ATD_W,Green,Black With Green Stitching,Manual,,Used 2008 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=473519777&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"We acquired this absolutely perfect 2008 Porsche 911 GT3 RS in 2014 and are excited to now offer this vehicle for sale. Condition wise, it is as good as it gets with near perfect paint plus full front clip clear bra and no signs of rock chips, abuse or track use whatsoever. It is a Carfax 1-owner vehicle which is extremely rare for a 997.1 RS and has zero over revs in all six ranges. The interior of the car is stunning with Porsche Exclusive Options including green deviated stitching throughout and exterior color matched trim pieces. With both original keys, books, original window sticker, exclusive options and impeccable owner history, this GT3 RS is the one to have. To learn more about acquiring this one of a kind example, please contact a Porsche sales specialist at 877-362-9715. Isringhausen Imports is Central Illinois' premier new car, used car and certified pre-owned (CPO) dealership for quality BMW, Porsche, Volvo and Mercedes-Benz vehicles. At Isringhausen Imports, we have become a leader in the industry by working each day towards the greater good of our customers, our fellow employees, and our community.",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A99GS195347,Porsche,911,R Coupe,911 R Coupe,2016,92,FREEPORT,NY,2018-02-11,399000,Used,Dealership,https://www.autotrader.com/redirect/experian_forward.jsp?car_id=472593612,White,Tarpan Brown,Auto,,Certified 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=472593612&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,2016 Porsche 911 R,0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0EB0932KS070197,Porsche,911,Turbo Cabriolet,911 Turbo Cabriolet,1989,1313,Ontario,CA,2018-02-11,399930,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=437023742&make=POR&dealer_id=63525477&VIN=62|-28|-70|111|-127|55|122|123|42|63|49|105|-61|28|25|109|74|31|67|52|119|87|-102|26|&partner=ATD_W,Red,Tan,Manual,,Used 1989 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=437023742&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,ULTRA LOW MILES,0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A90GS195205,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,1051,BOSTON,MA,2018-02-11,399988,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=470706661&make=POR&dealer_id=100025982&VIN=113|-111|42|108|76|122|-80|46|-80|-121|56|7|110|-114|-124|-112|68|65|112|-69|25|10|104|-31|&partner=ATD_W,White,Brown,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=470706661&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"WE WELCOME YOUR TRADE! Air Conditioning Authentic Leather Auto-Dimming Mirrors with Integrated Rain Sensor BOSE Surround Sound System Door-Sill Guards in Carbon Fiber, Illuminated Extended Range Fuel Tank, 23.9 gal Fire Extinguisher Floor Mats Front Axle Lift System Fuel Cap with Aluminum Look Finish GT Sport Manual Transmission LED Headlights in Black with Porsche Dynamic Light System (PDLS) Light Design Package Luggage Net in Passenger Footwell Online Services Porsche Communication Management (PCM) incl. Navigation Module Preparation Door-Sill Guards, Illuminated Side Skirts Painted in Exterior Color Single-Mass Flywheel with Reinforced Clutch SiriusXM Satellite Radio, NavTraffic, NavWeather, and HD Radio Receiver Smoking Package Sport Chrono Package (Porsche Track Precision App and Preparation for Lap Trigger) Steering Column Casing in Leather 20' GT3 Wheels 911 R Stripes in Red",0,2018-02-11,,2WD
VIN,Listing_Make,Listing_Model,Listing_Trim,Listing_Model_Detail,Listing_Year,Mileage,City,State,Listing_Date,Price,Condition,Seller_Type,VHR_Link,Listing_Exterior_Color,Listing_Interior_Color,Listing_Transmission,Listing_Transmission_Detail,Listing_Title,Listing_URL,Listing_Engine_Size,Listing_Description,Sold_Status,Sold_Date,Listing_Body_Type,Listing_Drivetrain
WP0AF2A97GS195329,Porsche,911,GT3 RS Coupe,911 GT3 RS Coupe,2016,43,SOUTHAMPTON,NY,2018-02-11,404500,Used,Dealership,http://www.carfax.com/cfm/ccc_DisplayHistoryRpt.cfm?car_id=475643092&make=POR&dealer_id=66711615&VIN=113|-111|42|108|76|122|-80|46|68|-42|84|-69|-116|-19|12|-51|-57|-111|-12|53|-87|-25|-12|-89|&partner=ATD_W,White,Black/Brown,Auto,,Used 2016 Porsche 911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=475643092&zip=94402&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D94402%26startYear%3D1981%26sortBy%3DderivedpriceDESC%26incremental%3Dall%26firstRecord%3D0%26endYear%3D2019%26makeCodeList%3DPOR%26searchRadius%3D0&startYear=1981&numRecords=25&firstRecord=0&endYear=2019&makeCodeList=POR&searchRadius=0&makeCode1=POR&modelCode1=911,,"Introducing the 2016 Porsche 911! You'll appreciate its safety and convenience features! Porsche prioritized comfort and style by including: variably intermittent wipers, a headlight cleaning system, and air conditioning. Porsche made sure to keep road-handling and sportiness at the top of it's priority list. A 4 liter V-6 engine pairs with a sophisticated 7 speed automatic transmission, and for added security, dynamic Stability Control supplements the drivetrain. We have a skilled and knowledgeable sales staff with many years of experience satisfying our customers needs. They'll work with you to find the right vehicle at a price you can afford. We are here to help you.",0,2018-02-11,,2WD
